Emp_ID,Emp_Name,Order_ID,Attendance_Percentage,Picking_Time_Minutes,Income_Earned
PK054,Divya Nair,ORD005764,89.52,11,34.06
PK054,Rahul Singh,ORD005765,92.32,12,37.6
PK207,Divya Nair,ORD005766,98.86,20,61.4
PK166,Swetha R,ORD005767,88.63,11,57.47
PK232,Harish M,ORD005768,91.47,14,35.55
PK171,Meena Devi,ORD005769,82.84,11,17.94
PK175,Rahul Singh,ORD005770,92.24,18,100.63
PK220,Rahul Singh,ORD005771,86.31,3,90.79
PK169,Priya Sharma,ORD005772,99.31,18,118.98
PK171,Priya Sharma,ORD005773,96.68,17,78.31
PK105,Naveen Kumar,ORD005774,99.77,14,90.66
PK033,Meena Devi,ORD005775,97.44,6,100.95
PK153,Anitha S,ORD005776,97.74,6,79.92
PK166,Harish M,ORD005777,95.95,20,40.22
PK233,Priya Sharma,ORD005778,90.42,17,57.43
PK246,Vignesh R,ORD005779,99.66,20,91.38
PK117,Vignesh R,ORD005780,87.67,13,19.02
PK033,Divya Nair,ORD005781,83.23,5,82.69
PK123,Swetha R,ORD005782,92.5,7,101.76
PK124,Vignesh R,ORD005783,90.12,4,18.58
PK106,Divya Nair,ORD005784,96.23,20,15.88
PK051,Priya Sharma,ORD005785,93.79,5,15.35
PK203,Rahul Singh,ORD005786,97.39,9,52.51
PK146,Naveen Kumar,ORD005787,99.36,13,67.23
PK205,Naveen Kumar,ORD005788,89.09,4,36.52
PK142,Priya Sharma,ORD005789,97.92,20,86.39
PK205,Naveen Kumar,ORD005790,82.27,9,66.71
PK125,Swetha R,ORD005791,93.39,16,30.15
PK224,Rahul Singh,ORD005792,83.38,6,34.86
PK044,Anitha S,ORD005793,90.65,4,101.78
PK219,Harish M,ORD005794,91.57,20,82.73
PK215,Harish M,ORD005795,94.45,11,103.79
PK214,Arun Kumar,ORD005796,97.25,19,117.36
PK232,Anitha S,ORD005797,83.09,6,29.91
PK059,Meena Devi,ORD005798,98.08,4,113.32
PK133,Karthik Raj,ORD005799,94.6,4,45.41
PK080,Meena Devi,ORD005800,88.07,10,71.97
PK225,Vignesh R,ORD005801,91.73,18,41.58
PK207,Sanjay Kumar,ORD005802,89.72,10,115.86
PK166,Sanjay Kumar,ORD005803,94.36,18,38.76
PK050,Vignesh R,ORD005804,96.2,10,77.52
PK032,Harish M,ORD005805,95.89,8,75.79
PK137,Priya Sharma,ORD005806,94.86,15,42.46
PK209,Meena Devi,ORD005807,87.36,19,67.09
PK117,Sanjay Kumar,ORD005808,98.3,16,75.37
PK146,Karthik Raj,ORD005809,82.81,12,104.36
PK152,Harish M,ORD005810,86.33,7,97.4
PK176,Meena Devi,ORD005811,91.07,6,40.75
PK224,Vignesh R,ORD005812,85.87,6,24.04
PK072,Anitha S,ORD005813,86.26,20,61.84
PK144,Naveen Kumar,ORD005814,91.9,11,19.59
PK207,Swetha R,ORD005815,88.75,15,97.76
PK169,Anitha S,ORD005816,93.27,13,100.18
PK241,Divya Nair,ORD005817,89.88,10,36.98
PK009,Naveen Kumar,ORD005818,89.31,17,101.67
PK142,Divya Nair,ORD005819,84.81,16,103.55
PK078,Swetha R,ORD005820,82.89,20,32.85
PK018,Karthik Raj,ORD005821,83.06,13,19.88
PK105,Karthik Raj,ORD005822,90.78,16,69.06
PK053,Vignesh R,ORD005823,85.47,6,69.57
PK227,Vignesh R,ORD005824,91.02,9,94.56
PK076,Naveen Kumar,ORD005825,98.04,20,27.9
PK098,Meena Devi,ORD005826,90.24,20,85.38
PK207,Divya Nair,ORD005827,91.4,14,96.28
PK114,Divya Nair,ORD005828,82.67,13,34.69
PK120,Rahul Singh,ORD005829,94.18,19,116.09
PK016,Harish M,ORD005830,97.72,14,38.95
PK166,Harish M,ORD005831,97.93,6,22.08
PK181,Swetha R,ORD005832,98.1,3,89.4
PK154,Divya Nair,ORD005833,82.14,19,81.34
PK172,Divya Nair,ORD005834,98.63,12,58.69
PK085,Karthik Raj,ORD005835,83.32,5,31.7
PK142,Naveen Kumar,ORD005836,87.69,14,22.61
PK025,Vignesh R,ORD005837,88.12,18,115.66
PK121,Divya Nair,ORD005838,88.98,7,17.0
PK143,Naveen Kumar,ORD005839,92.24,8,104.65
PK199,Meena Devi,ORD005840,87.08,20,29.02
PK137,Meena Devi,ORD005841,87.71,10,75.99
PK083,Meena Devi,ORD005842,96.69,18,60.22
PK171,Priya Sharma,ORD005843,94.55,18,70.12
PK088,Rahul Singh,ORD005844,88.41,12,85.24
PK011,Naveen Kumar,ORD005845,86.98,14,17.89
PK237,Divya Nair,ORD005846,82.42,16,32.2
PK027,Harish M,ORD005847,89.93,15,33.36
PK237,Rahul Singh,ORD005848,92.85,15,104.51
PK085,Harish M,ORD005849,89.19,19,57.95
PK112,Rahul Singh,ORD005850,92.82,13,30.91
PK101,Sanjay Kumar,ORD005851,99.57,12,77.89
PK183,Harish M,ORD005852,93.46,17,60.91
PK154,Naveen Kumar,ORD005853,89.94,8,101.39
PK157,Arun Kumar,ORD005854,94.48,10,68.68
PK235,Anitha S,ORD005855,82.56,17,113.97
PK215,Harish M,ORD005856,99.71,5,32.74
PK087,Vignesh R,ORD005857,94.51,8,107.0
PK211,Arun Kumar,ORD005858,88.19,8,49.99
PK091,Sanjay Kumar,ORD005859,83.7,20,24.98
PK205,Rahul Singh,ORD005860,86.94,20,110.16
PK064,Swetha R,ORD005861,93.82,20,17.12
PK175,Naveen Kumar,ORD005862,90.5,6,111.69
PK056,Divya Nair,ORD005863,99.3,20,117.39
PK031,Harish M,ORD005864,95.38,17,110.07
PK214,Swetha R,ORD005865,82.2,7,86.02
PK174,Anitha S,ORD005866,92.93,20,23.8
PK085,Rahul Singh,ORD005867,96.81,5,83.3
PK229,Swetha R,ORD005868,97.95,8,23.7
PK174,Divya Nair,ORD005869,89.15,5,96.88
PK055,Swetha R,ORD005870,99.87,16,99.23
PK046,Naveen Kumar,ORD005871,88.39,18,47.24
PK073,Naveen Kumar,ORD005872,89.74,5,100.97
PK009,Priya Sharma,ORD005873,90.7,18,24.91
PK155,Karthik Raj,ORD005874,82.11,17,24.23
PK146,Anitha S,ORD005875,95.59,14,101.54
PK053,Divya Nair,ORD005876,96.64,11,72.0
PK169,Naveen Kumar,ORD005877,84.68,9,45.34
PK228,Karthik Raj,ORD005878,89.66,12,98.24
PK118,Karthik Raj,ORD005879,95.98,18,62.0
PK133,,ORD005880,90.36,17,104.24
PK015,Naveen Kumar,ORD005881,89.91,20,85.1
PK170,Sanjay Kumar,ORD005882,90.06,12,15.36
PK097,Swetha R,ORD005883,88.77,5,57.24
PK142,Naveen Kumar,ORD005884,96.6,7,93.79
PK056,Swetha R,ORD005885,86.75,3,70.7
PK212,Vignesh R,ORD005886,98.29,13,99.86
PK218,Arun Kumar,ORD005887,94.46,8,94.37
PK060,Arun Kumar,ORD005888,92.65,7,71.54
PK079,Meena Devi,ORD005889,83.9,17,92.48
PK173,Swetha R,ORD005890,92.14,3,107.87
PK172,Vignesh R,ORD005891,94.21,11,40.34
PK153,Meena Devi,ORD005892,99.98,11,50.35
PK125,Karthik Raj,ORD005893,97.45,8,54.84
PK023,Rahul Singh,ORD005894,87.66,12,27.44
PK048,Naveen Kumar,ORD005895,96.17,6,100.88
PK087,Vignesh R,ORD005896,86.63,10,35.48
PK186,Meena Devi,ORD005897,99.86,13,95.66
PK042,Sanjay Kumar,ORD005898,85.62,13,107.98
PK182,Sanjay Kumar,ORD005899,82.15,18,66.54
PK214,Swetha R,ORD005900,88.04,13,75.44
PK115,Vignesh R,ORD005901,98.0,14,80.41
PK181,Harish M,ORD005902,94.83,7,118.13
PK092,Arun Kumar,ORD005903,92.44,12,103.79
PK062,Vignesh R,ORD005904,99.06,15,90.44
PK182,Rahul Singh,ORD005905,95.28,14,88.64
PK048,Vignesh R,ORD005906,82.07,3,85.54
PK203,Sanjay Kumar,ORD005907,92.69,9,88.42
PK008,Rahul Singh,ORD005908,96.23,13,84.09
PK024,Naveen Kumar,ORD005909,82.38,20,80.03
PK240,Naveen Kumar,ORD005910,82.62,16,18.46
PK064,Anitha S,ORD005911,85.34,14,80.47
PK015,Harish M,ORD005912,93.55,15,60.28
PK093,Vignesh R,ORD005913,84.13,13,43.66
PK232,Harish M,ORD005914,82.92,10,100.54
PK221,Harish M,ORD005915,95.17,18,112.43
PK141,Vignesh R,ORD005916,82.72,18,28.39
PK238,Swetha R,ORD005917,87.7,11,17.67
PK041,Karthik Raj,ORD005918,89.54,7,85.05
PK135,Divya Nair,ORD005919,99.78,15,29.28
PK100,Naveen Kumar,ORD005920,96.57,16,114.46
PK136,Meena Devi,ORD005921,94.75,14,94.92
PK170,Anitha S,ORD005922,83.1,9,77.97
PK160,Priya Sharma,ORD005923,93.92,7,40.71
PK222,Vignesh R,ORD005924,94.18,14,79.14
PK091,Swetha R,ORD005925,82.91,13,24.97
PK243,Vignesh R,ORD005926,82.23,3,45.3
PK226,Priya Sharma,ORD005927,84.11,7,57.42
PK106,Vignesh R,ORD005928,96.09,10,108.76
PK093,Naveen Kumar,ORD005929,85.07,18,15.22
PK128,Arun Kumar,ORD005930,84.57,17,51.16
PK203,Meena Devi,ORD005931,88.38,14,88.3
PK055,Meena Devi,ORD005932,86.79,14,48.19
PK053,Sanjay Kumar,ORD005933,95.21,3,80.67
PK209,Anitha S,ORD005934,92.63,9,77.28
PK204,Meena Devi,ORD005935,90.58,17,40.44
PK240,Divya Nair,ORD005936,87.9,4,86.81
PK181,Harish M,ORD005937,84.82,10,84.61
PK037,Anitha S,ORD005938,96.73,16,67.09
PK248,Arun Kumar,ORD005939,84.37,12,42.98
PK182,Meena Devi,ORD005940,95.23,12,82.34
PK085,Rahul Singh,ORD005941,83.49,8,58.34
PK023,Arun Kumar,ORD005942,98.63,18,102.97
PK172,Harish M,ORD005943,91.46,9,43.31
PK244,Naveen Kumar,ORD005944,99.46,8,116.04
PK244,Swetha R,ORD005945,83.09,8,87.27
PK158,Swetha R,ORD005946,90.78,7,62.88
PK183,Priya Sharma,ORD005947,89.56,17,55.47
PK046,Karthik Raj,ORD005948,88.32,16,119.15
PK236,Naveen Kumar,ORD005949,87.33,11,39.64
PK215,Arun Kumar,ORD005950,93.08,18,102.62
PK009,Swetha R,ORD005951,94.9,16,91.2
PK010,Vignesh R,ORD005952,98.85,12,31.97
PK136,Meena Devi,ORD005953,99.79,18,34.86
PK238,Vignesh R,ORD005954,96.65,16,18.21
PK161,Vignesh R,ORD005955,92.73,10,114.28
PK021,Arun Kumar,ORD005956,88.01,6,75.01
PK107,Priya Sharma,ORD005957,84.35,12,92.42
PK124,Sanjay Kumar,ORD005958,91.28,3,56.34
PK188,Karthik Raj,ORD005959,84.08,13,91.98
PK072,Karthik Raj,ORD005960,85.72,4,94.27
PK227,Meena Devi,ORD005961,83.84,14,117.58
PK238,Anitha S,ORD005962,95.22,5,33.35
PK033,Sanjay Kumar,ORD005963,85.61,19,97.64
PK043,Anitha S,ORD005964,84.27,18,100.32
PK199,Rahul Singh,ORD005965,91.12,6,43.3
PK193,Arun Kumar,ORD005966,86.28,4,80.24
PK101,Rahul Singh,ORD005967,90.62,20,39.47
PK178,Meena Devi,ORD005968,92.55,20,104.79
PK031,Arun Kumar,ORD005969,86.05,16,103.46
PK011,Divya Nair,ORD005970,84.76,4,112.93
PK191,Anitha S,ORD005971,92.24,3,46.47
PK103,Rahul Singh,ORD005972,88.2,12,41.79
PK205,Sanjay Kumar,ORD005973,98.92,11,107.27
PK003,Vignesh R,ORD005974,99.94,15,60.12
PK041,Divya Nair,ORD005975,84.81,8,118.6
PK001,Swetha R,ORD005976,91.66,20,31.3
PK046,Priya Sharma,ORD005977,83.84,8,71.09
PK062,Priya Sharma,ORD005978,91.62,15,46.06
PK172,Naveen Kumar,ORD005979,92.1,6,45.56
PK209,Swetha R,ORD005980,88.02,10,57.84
PK246,Meena Devi,ORD005981,89.71,20,27.0
PK141,Swetha R,ORD005982,90.79,13,40.04
PK218,Sanjay Kumar,ORD005983,83.15,18,111.89
PK021,Meena Devi,ORD005984,94.23,19,94.14
PK090,Meena Devi,ORD005985,91.48,8,112.38
PK127,Sanjay Kumar,ORD005986,95.19,20,32.88
PK055,Karthik Raj,ORD005987,88.72,14,49.38
PK248,Meena Devi,ORD005988,95.91,16,83.01
PK241,Arun Kumar,ORD005989,94.08,11,119.19
PK129,Meena Devi,ORD005990,97.58,4,100.08
PK056,Divya Nair,ORD005991,83.79,10,94.33
PK057,Rahul Singh,ORD005992,95.5,20,37.5
PK156,Anitha S,ORD005993,82.6,18,87.32
PK216,Naveen Kumar,ORD005994,84.99,20,26.66
PK050,Naveen Kumar,ORD005995,83.7,11,37.29
PK153,Meena Devi,ORD005996,93.51,3,108.94
PK120,Meena Devi,ORD005997,86.49,19,44.15
PK140,Vignesh R,ORD005998,96.39,6,32.57
PK166,Meena Devi,ORD005999,85.95,8,100.16
PK115,Meena Devi,ORD006000,96.63,15,77.06
PK224,Harish M,ORD006001,84.12,10,29.8
PK038,Anitha S,ORD006002,86.1,5,51.29
PK007,Harish M,ORD006003,87.47,4,53.58
PK016,Divya Nair,ORD006004,85.03,13,19.31
PK051,Arun Kumar,ORD006005,84.57,19,43.8
PK121,Swetha R,ORD006006,82.89,10,82.53
PK129,Sanjay Kumar,ORD006007,87.08,4,80.02
PK178,Meena Devi,ORD006008,86.38,5,70.21
PK025,Vignesh R,ORD006009,87.56,15,119.5
PK004,Priya Sharma,ORD006010,90.46,6,32.75
PK110,Swetha R,ORD006011,91.15,11,110.83
PK048,Vignesh R,ORD006012,91.62,8,99.83
PK213,Vignesh R,ORD006013,86.73,17,38.65
PK101,Harish M,ORD006014,82.96,19,54.33
PK117,Harish M,ORD006015,89.6,11,117.64
PK049,Arun Kumar,ORD006016,90.43,11,58.13
PK186,Arun Kumar,ORD006017,86.95,8,102.83
PK197,Sanjay Kumar,ORD006018,93.89,12,44.77
PK181,Harish M,ORD006019,96.8,11,50.88
PK204,Naveen Kumar,ORD006020,99.34,15,95.32
PK117,Karthik Raj,ORD006021,98.41,9,42.83
PK105,Arun Kumar,ORD006022,92.88,13,81.22
PK209,Divya Nair,ORD006023,99.57,14,82.18
PK094,Meena Devi,ORD006024,88.21,4,102.44
PK014,Harish M,ORD006025,94.09,14,31.67
PK057,Sanjay Kumar,ORD006026,91.23,8,91.61
PK217,Meena Devi,ORD006027,91.34,16,51.4
PK073,Priya Sharma,ORD006028,93.78,15,15.31
PK129,Divya Nair,ORD006029,85.09,12,83.51
PK121,Rahul Singh,ORD006030,89.14,10,94.16
PK109,Harish M,ORD006031,84.2,10,63.79
PK171,Sanjay Kumar,ORD006032,82.7,7,62.55
PK176,Arun Kumar,ORD006033,99.86,18,91.39
PK031,Harish M,ORD006034,97.02,10,91.32
PK079,Karthik Raj,ORD006035,89.68,13,95.56
PK064,Meena Devi,ORD006036,87.98,4,111.91
PK129,Divya Nair,ORD006037,98.53,6,117.09
PK165,Naveen Kumar,ORD006038,85.5,19,27.97
PK167,Divya Nair,ORD006039,90.07,9,95.05
PK059,Swetha R,ORD006040,97.15,7,118.97
PK086,Naveen Kumar,ORD006041,86.14,11,46.21
PK095,Rahul Singh,ORD006042,83.12,15,74.83
PK186,Harish M,ORD006043,91.95,10,68.49
PK008,Swetha R,ORD006044,90.88,7,20.22
PK050,Rahul Singh,ORD006045,91.97,12,105.36
PK071,Divya Nair,ORD006046,91.54,13,110.95
PK084,Swetha R,ORD006047,99.03,10,34.46
PK032,Swetha R,ORD006048,89.33,4,53.96
PK175,Swetha R,ORD006049,92.45,6,88.98
PK140,Priya Sharma,ORD006050,85.42,18,116.55
PK017,Karthik Raj,ORD006051,98.29,12,20.92
PK134,Vignesh R,ORD006052,94.49,6,87.86
PK066,Divya Nair,ORD006053,98.98,15,75.56
PK038,Divya Nair,ORD006054,94.09,5,76.45
PK061,Divya Nair,ORD006055,85.64,17,69.19
PK188,Vignesh R,ORD006056,82.84,18,63.26
PK033,Karthik Raj,ORD006057,92.7,12,112.54
PK115,Harish M,ORD006058,96.31,14,36.01
PK099,Swetha R,ORD006059,99.17,4,54.32
PK092,Anitha S,ORD006060,98.04,8,22.84
PK230,Priya Sharma,ORD006061,90.92,5,22.01
PK049,Harish M,ORD006062,84.02,6,48.81
PK140,Karthik Raj,ORD006063,84.57,7,19.24
PK209,Sanjay Kumar,ORD006064,84.88,14,94.03
PK105,Swetha R,ORD006065,82.22,14,33.88
PK173,Harish M,ORD006066,93.99,14,29.58
PK108,Divya Nair,ORD006067,96.39,7,62.39
PK107,Divya Nair,ORD006068,89.34,8,38.83
PK057,Meena Devi,ORD006069,87.43,18,61.92
PK116,Karthik Raj,ORD006070,87.48,12,81.16
PK227,Naveen Kumar,ORD006071,93.96,14,78.94
PK239,Anitha S,ORD006072,87.98,10,64.69
PK054,Vignesh R,ORD006073,82.59,16,52.74
PK104,Arun Kumar,ORD006074,89.86,8,88.31
PK173,Rahul Singh,ORD006075,84.63,13,105.84
PK010,Harish M,ORD006076,98.14,4,105.89
PK024,Arun Kumar,ORD006077,94.36,18,64.43
PK126,Anitha S,ORD006078,98.84,20,22.57
PK132,Vignesh R,ORD006079,93.82,7,34.81
PK059,Vignesh R,ORD006080,93.9,18,57.76
PK226,Sanjay Kumar,ORD006081,91.97,20,18.54
PK182,Anitha S,ORD006082,92.17,13,99.27
PK071,Naveen Kumar,ORD006083,90.65,16,60.35
PK064,Swetha R,ORD006084,84.82,4,64.77
PK182,Arun Kumar,ORD006085,89.21,15,69.33
PK161,Arun Kumar,ORD006086,95.06,15,50.23
PK139,Vignesh R,ORD006087,83.68,19,31.75
PK210,Priya Sharma,ORD006088,98.52,9,90.64
PK128,Priya Sharma,ORD006089,91.74,17,71.6
PK131,Karthik Raj,ORD006090,93.15,13,69.38
PK084,Anitha S,ORD006091,98.9,8,91.24
PK089,Sanjay Kumar,ORD006092,98.79,17,40.79
PK243,Vignesh R,ORD006093,96.43,14,87.69
PK116,Anitha S,ORD006094,84.26,12,74.77
PK112,Harish M,ORD006095,92.92,8,58.79
PK121,Sanjay Kumar,ORD006096,92.91,7,58.39
PK074,Karthik Raj,ORD006097,89.36,8,49.35
PK087,Swetha R,ORD006098,98.61,7,54.65
PK199,Divya Nair,ORD006099,93.12,13,76.58
PK158,Arun Kumar,ORD006100,84.97,10,25.56
PK227,Rahul Singh,ORD006101,99.73,16,106.59
PK006,Divya Nair,ORD006102,88.77,15,69.48
PK250,Harish M,ORD006103,95.21,18,44.63
PK163,Meena Devi,ORD006104,90.3,14,57.9
PK164,Sanjay Kumar,ORD006105,98.21,20,91.94
PK010,Arun Kumar,ORD006106,98.03,9,73.03
PK063,Swetha R,ORD006107,97.74,10,87.32
PK177,Meena Devi,ORD006108,99.54,19,54.59
PK021,Harish M,ORD006109,99.62,20,114.96
PK125,Anitha S,ORD006110,93.18,12,111.0
PK160,Divya Nair,ORD006111,99.96,5,35.19
PK088,Harish M,ORD006112,84.39,15,88.16
PK012,Naveen Kumar,ORD006113,97.29,4,25.06
PK187,Sanjay Kumar,ORD006114,85.94,4,105.17
PK084,Karthik Raj,ORD006115,95.73,5,108.11
PK050,Arun Kumar,ORD006116,95.54,12,49.2
PK148,Sanjay Kumar,ORD006117,98.29,12,84.2
PK087,Karthik Raj,ORD006118,86.75,15,54.03
PK137,Rahul Singh,ORD006119,98.56,13,69.45
PK007,Meena Devi,ORD006120,99.34,20,80.17
PK245,Vignesh R,ORD006121,95.76,14,88.26
PK198,Sanjay Kumar,ORD006122,93.04,11,68.49
PK215,Meena Devi,ORD006123,97.04,5,100.43
PK115,Naveen Kumar,ORD006124,86.45,15,49.87
PK171,Rahul Singh,ORD006125,89.99,14,45.55
PK015,Priya Sharma,ORD006126,97.78,6,41.06
PK053,Arun Kumar,ORD006127,87.54,9,42.96
PK129,Karthik Raj,ORD006128,93.72,13,90.5
PK103,Anitha S,ORD006129,98.32,17,114.68
PK052,Vignesh R,ORD006130,96.74,3,66.03
PK014,Swetha R,ORD006131,96.47,17,42.23
PK241,Karthik Raj,ORD006132,97.02,19,112.07
PK230,Vignesh R,ORD006133,87.23,8,59.96
PK164,Harish M,ORD006134,99.81,9,63.04
PK040,Vignesh R,ORD006135,89.39,9,61.11
PK241,Meena Devi,ORD006136,98.67,16,80.75
PK139,Meena Devi,ORD006137,87.79,6,93.76
PK054,Sanjay Kumar,ORD006138,95.13,4,98.61
PK033,Arun Kumar,ORD006139,89.64,8,24.5
PK064,Rahul Singh,ORD006140,98.08,17,50.91
PK105,Harish M,ORD006141,94.48,16,82.93
PK012,Anitha S,ORD006142,86.19,9,56.83
PK102,Rahul Singh,ORD006143,91.91,9,85.67
PK099,Priya Sharma,ORD006144,86.91,4,105.85
PK226,Divya Nair,ORD006145,99.08,3,85.26
PK064,Vignesh R,ORD006146,97.01,7,29.19
PK130,Naveen Kumar,ORD006147,91.0,11,17.43
PK111,Swetha R,ORD006148,99.19,16,38.81
PK180,Sanjay Kumar,ORD006149,84.48,16,115.69
PK110,Vignesh R,ORD006150,92.49,18,57.95
PK195,Anitha S,ORD006151,91.89,8,33.73
PK068,Vignesh R,ORD006152,85.24,8,64.14
PK140,Divya Nair,ORD006153,92.43,5,102.57
PK071,Arun Kumar,ORD006154,86.59,18,59.8
PK218,Swetha R,ORD006155,84.94,9,85.13
PK044,Meena Devi,ORD006156,98.09,3,107.73
PK206,Sanjay Kumar,ORD006157,99.94,6,60.73
PK190,Anitha S,ORD006158,83.84,20,47.88
PK085,Karthik Raj,ORD006159,92.98,8,71.33
PK131,Divya Nair,ORD006160,91.61,15,21.93
PK111,Karthik Raj,ORD006161,92.37,20,71.69
PK168,Rahul Singh,ORD006162,87.81,20,117.57
PK153,Divya Nair,ORD006163,87.93,14,40.92
PK199,Vignesh R,ORD006164,90.04,12,101.59
PK016,Rahul Singh,ORD006165,94.32,3,98.16
PK209,Priya Sharma,ORD006166,84.6,6,28.94
PK231,Divya Nair,ORD006167,92.51,19,35.51
PK029,Rahul Singh,ORD006168,86.97,19,61.83
PK213,Karthik Raj,ORD006169,87.68,9,116.41
PK145,Divya Nair,ORD006170,86.04,4,36.67
PK152,Naveen Kumar,ORD006171,92.48,17,91.96
PK247,Harish M,ORD006172,90.57,15,58.7
PK173,Anitha S,ORD006173,97.3,19,102.45
PK013,Priya Sharma,ORD006174,92.79,20,81.48
PK016,Arun Kumar,ORD006175,85.74,19,85.92
PK173,Anitha S,ORD006176,91.83,14,38.58
PK029,,ORD006177,95.74,4,52.48
PK151,Meena Devi,ORD006178,97.75,17,46.82
PK009,Vignesh R,ORD006179,93.12,7,83.93
PK109,Vignesh R,ORD006180,88.22,12,15.81
PK047,Anitha S,ORD006181,90.71,9,-25.0
PK178,Arun Kumar,ORD006182,99.07,15,114.12
PK182,Sanjay Kumar,ORD006183,88.47,15,111.66
PK090,Arun Kumar,ORD006184,91.61,11,44.76
PK082,Priya Sharma,ORD006185,86.28,14,38.88
PK192,Priya Sharma,ORD006186,87.66,9,43.64
PK221,Meena Devi,ORD006187,97.63,6,44.73
PK034,Vignesh R,ORD006188,89.73,4,62.3
PK184,Karthik Raj,ORD006189,91.23,14,61.84
PK081,Meena Devi,ORD006190,88.57,20,33.38
PK074,Priya Sharma,ORD006191,82.27,4,113.38
PK159,Naveen Kumar,ORD006192,88.2,16,61.43
PK099,Divya Nair,ORD006193,98.73,4,42.64
PK067,Arun Kumar,ORD006194,87.28,18,15.66
PK142,Divya Nair,ORD006195,98.75,8,17.39
PK167,Divya Nair,ORD006196,92.9,4,17.51
PK101,Sanjay Kumar,ORD006197,98.69,9,78.24
PK188,Sanjay Kumar,ORD006198,85.22,18,92.78
PK022,Sanjay Kumar,ORD006199,91.24,16,100.76
PK108,Anitha S,ORD006200,87.75,10,95.32
PK005,Karthik Raj,ORD006201,92.38,4,67.92
PK136,Meena Devi,ORD006202,86.17,9,35.15
PK029,Divya Nair,ORD006203,98.88,12,109.23
PK183,Priya Sharma,ORD006204,99.6,4,100.49
PK016,Harish M,ORD006205,92.85,12,79.98
PK043,Rahul Singh,ORD006206,93.38,7,92.58
PK246,Anitha S,ORD006207,97.3,18,107.96
PK037,Divya Nair,ORD006208,95.43,14,108.64
PK101,Priya Sharma,ORD006209,97.36,10,110.96
PK152,Priya Sharma,ORD006210,99.71,19,33.79
PK145,Naveen Kumar,ORD006211,95.74,9,68.81
PK018,Arun Kumar,ORD006212,88.01,16,19.07
PK082,Arun Kumar,ORD006213,95.13,6,49.49
PK026,Divya Nair,ORD006214,83.65,6,86.04
PK032,Priya Sharma,ORD006215,86.0,15,105.08
PK119,Naveen Kumar,ORD006216,97.01,9,60.8
PK152,Karthik Raj,ORD006217,93.69,19,104.64
PK166,Rahul Singh,ORD006218,82.64,4,87.85
PK047,Sanjay Kumar,ORD006219,89.47,10,80.07
PK124,Priya Sharma,ORD006220,86.55,17,27.26
PK244,Rahul Singh,ORD006221,83.85,4,62.64
PK135,Naveen Kumar,ORD006222,84.8,11,45.72
PK209,Priya Sharma,ORD006223,93.5,17,34.72
PK233,Naveen Kumar,ORD006224,89.34,16,82.16
PK168,Vignesh R,ORD006225,85.72,6,26.71
PK148,Rahul Singh,ORD006226,98.78,20,29.77
PK129,Naveen Kumar,ORD006227,83.66,15,94.19
PK043,Swetha R,ORD006228,92.42,4,87.38
PK078,Harish M,ORD006229,82.35,8,108.98
PK074,Sanjay Kumar,ORD006230,83.94,15,82.59
PK214,Rahul Singh,ORD006231,90.06,11,79.17
PK043,Arun Kumar,ORD006232,86.35,18,66.43
PK034,Rahul Singh,ORD006233,84.62,3,64.47
PK092,Priya Sharma,ORD006234,83.65,10,20.1
PK179,Harish M,ORD006235,97.57,11,84.79
PK001,Rahul Singh,ORD006236,90.34,16,54.84
PK039,Vignesh R,ORD006237,94.25,9,55.92
PK189,Sanjay Kumar,ORD006238,86.44,16,90.95
PK058,Sanjay Kumar,ORD006239,88.47,12,98.09
PK137,Swetha R,ORD006240,97.56,11,81.02
PK109,Vignesh R,ORD006241,82.23,3,88.06
PK123,Sanjay Kumar,ORD006242,96.13,17,62.34
PK180,Anitha S,ORD006243,91.31,15,21.98
PK139,Naveen Kumar,ORD006244,93.42,15,31.58
PK189,Anitha S,ORD006245,93.28,12,71.21
PK188,Swetha R,ORD006246,90.32,12,42.73
PK076,Arun Kumar,ORD006247,95.1,18,23.96
PK177,Divya Nair,ORD006248,105.0,12,118.04
PK202,Harish M,ORD006249,89.22,12,50.47
PK073,Rahul Singh,ORD006250,84.29,17,61.56
PK245,Karthik Raj,ORD006251,85.61,9,70.81
PK140,Priya Sharma,ORD006252,95.58,6,118.84
PK116,Priya Sharma,ORD006253,97.36,12,107.61
PK003,Sanjay Kumar,ORD006254,89.79,20,64.38
PK072,Naveen Kumar,ORD006255,98.26,14,113.07
PK221,Meena Devi,ORD006256,99.72,13,85.52
PK125,Rahul Singh,ORD006257,86.05,9,58.16
PK039,Arun Kumar,ORD006258,90.76,12,109.94
PK074,Rahul Singh,ORD006259,88.63,19,70.95
PK246,Karthik Raj,ORD006260,94.56,8,36.17
PK102,Priya Sharma,ORD006261,92.18,15,98.99
PK074,Harish M,ORD006262,90.91,10,36.86
PK047,Priya Sharma,ORD006263,91.62,4,44.48
PK160,Anitha S,ORD006264,92.15,13,95.67
PK072,Arun Kumar,ORD006265,95.74,16,109.69
PK104,Karthik Raj,ORD006266,98.84,3,86.96
PK236,Karthik Raj,ORD006267,88.1,9,63.58
PK189,Priya Sharma,ORD006268,88.51,10,27.87
PK019,Karthik Raj,ORD006269,82.31,20,19.88
PK245,Divya Nair,ORD006270,97.16,8,90.06
PK031,Divya Nair,ORD006271,85.86,7,30.65
PK220,Swetha R,ORD006272,84.37,8,27.69
